tau,tau_b,tau_a,tauAP,tauAP_b,tauAP_a,tauH,tauH_b,tauH_a
0.03468104222821204,-0.27942497753818507,-0.06672057502246014,0.07828177104687901,-0.28560946245944685,-0.08601197198750427,0.0024886581357805447,-0.16456871002090792,0.04025395458413092
-0.09766118836915297,-0.34102402022756007,-0.14217762326169858,-0.08007491032066816,-0.31798901019392495,-0.13231059959411443,0.0400005904205364,-0.46950739901333827,-0.24345672661507792
0.019707781175671082,-0.16887529731566428,0.020285423037716126,0.014046968822890799,-0.2529278956971941,-0.06374453591485837,0.07820483266140482,-0.08489733038984221,0.09479102261677609
0.006336633663366337,-0.21425742574257425,-0.03261386138614018,-0.035858952262829834,-0.2945274139718637,-0.09667167376451505,0.1684813610575324,-0.10776426200986537,0.0668911181002272
-0.12008464115676247,-0.33662493387409625,-0.1323399753130003,-0.07608647315960179,-0.366428694669894,-0.14916260822403823,-0.12594603966331144,-0.3025607432339502,-0.0991667714219025
0.08785607196401798,-0.3082458770614693,-0.11296851574213201,0.040793949060542734,-0.30188267243184813,-0.124346591380394,0.19153365267807576,-0.14269933694365372,0.03938093320608738
-0.10102960102960103,-0.3236808236808237,-0.10432754182754464,-0.039607891105884314,-0.3020151405724317,-0.0959168724681475,-0.13092429598138497,-0.2520905522324987,-0.028764761607834893
0.08411448568928884,-0.2400949881264842,-0.11646044244469603,0.05550360611677459,-0.22273745320043906,-0.09828236076227956,0.23305543541963197,-0.30767915313314065,-0.18933253505964273
-0.03221288515406162,-0.21176470588235294,-0.0321428571428559,0.017168716295913163,-0.23270533782235664,-0.052995055958830764,-0.12318577788598555,-0.3063652060956791,-0.12011424692604764
-0.011461823311585259,-0.35672720860518425,-0.14519485099630097,-0.0026417519014480433,-0.38162052280994513,-0.17439791466527912,-0.08083280899387082,-0.251904095554547,-0.04057351278076149
-0.03719676549865229,-0.2628930817610063,-0.07369272237196761,-0.05263378160767427,-0.28551508092867434,-0.10438521712003211,0.05913716014130439,-0.2255801377505863,-0.03806065207534186
-0.0457002457002457,-0.3179361179361179,-0.1261425061425076,0.0020079782487711943,-0.29993122313179155,-0.11484024925758285,-0.2174850316276491,-0.444229423815504,-0.23856694921174162
-0.012844036697247707,-0.2980817347789825,-0.08732276897414984,-0.02702135782293886,-0.3170311099355685,-0.11396413456117342,-0.08687106316751639,-0.40665450856023655,-0.168035910103185
-0.0389937106918239,-0.415633423180593,-0.17157232704402964,-0.027882817879210677,-0.43989272807553287,-0.21193011328995237,-0.12871025671427058,-0.417303698228038,-0.15894752851880922
0.007506255212677231,-0.2547122602168474,-0.0767139282735622,-0.029502378650938625,-0.29026520389929444,-0.11339651643912704,-0.08414475702311926,-0.2421383386036094,-0.059114058913224334
-0.0768983268983269,-0.34942084942084944,-0.170945945945947,-0.07196410403359348,-0.3343962670500215,-0.16969156086002582,-0.2024766479837224,-0.4009094390087371,-0.20866717047881417
0.005305039787798408,-0.2322428529325081,-0.031078691423518597,-0.010522514613913087,-0.2662512717226794,-0.06519776025043467,-0.09364576007746786,-0.30691501609975885,-0.07463764469434611
-0.04717530576587071,-0.38963308095515437,-0.19138031450204224,0.007739909736926714,-0.42833944571124694,-0.23478608938283232,0.014275999014045982,-0.29418033693051776,-0.10660436385097835
-0.11578947368421053,-0.26834477498093057,-0.09668954996186221,-0.005911474552172699,-0.27572139921128347,-0.10584733049724543,-0.29167769428257334,-0.3893891305771657,-0.18906416813971727
0.03957528957528957,-0.3410553410553411,-0.12865186615187077,0.04593800316454847,-0.38581557754878415,-0.1744590951633558,0.06841459410882988,-0.29142959208245295,-0.06190472835306467
-0.029647829647829648,-0.29434889434889433,-0.09934479934480162,0.030395916476606943,-0.32697413456611185,-0.13089241278648234,0.006428412736264669,-0.17698236807129408,0.006724337958776864
-0.10306198655713218,-0.3050784167289022,-0.10384615384615778,-0.1809562708053867,-0.3431307778200407,-0.14725261417387722,-0.2428744150883914,-0.38423065187555355,-0.18281217100746525
-0.0965119328612641,-0.41751901389981644,-0.22124311565696675,-0.06865807871628661,-0.4473555724167806,-0.2486318487486873,-0.05621956373250266,-0.33666992480314656,-0.14209563545968462
0.13561301084236865,-0.339115929941618,-0.17502919099249648,0.040923193621429856,-0.3549775385408782,-0.1709485110928841,0.02106572350310806,-0.41903829531273434,-0.25263321344348694
-0.023438558460913157,-0.3914103779975613,-0.22200243869394837,-0.008750368567200325,-0.4029294838039789,-0.23098224433468484,-0.04188571640525209,-0.4802014673743192,-0.2639940945997574
0.13202146690518785,-0.2949314251639833,-0.14707215265355159,0.0913788208268159,-0.28117690441788756,-0.13491359659561755,0.17789694904507475,-0.2312827609685409,-0.12351967639408525
0.07095171557211613,-0.34513274336283184,-0.1880608601148917,0.009032558608074675,-0.33761943913839576,-0.15853607709014064,0.1123731188107892,-0.19395688756734447,-0.09812126756809424
-0.04918032786885246,-0.25267578918845685,-0.15004741904891042,-0.028000803333234733,-0.2919764648434671,-0.173247163993556,-0.0683799943901085,-0.36434859670000497,-0.20269056363078106
-0.09775112443778111,-0.3211394302848576,-0.1755922038980536,-0.06809206640502646,-0.3279740698352628,-0.1745001793599613,-0.07215605052792873,-0.25492012000972186,-0.1501627741440541
0.11680672268907563,-0.3030812324929972,-0.15109243697479255,0.10676084684227737,-0.29295775453167144,-0.14541093782492362,0.145189195745819,-0.22424085234013078,-0.09591613201380617
-0.037799756130605607,-0.3651266766020864,-0.190340062322181,-0.0585225657195943,-0.4063251945759778,-0.22177664142409767,-0.05336763124827429,-0.41220193066571437,-0.24135351301629385
0.0075487822247543085,-0.3265916536105968,-0.17714000854579479,-0.03263799887242111,-0.370549390844035,-0.19923011401832785,0.01802303881710431,-0.3364471348030573,-0.2190180275271392
0.06666666666666667,-0.28319327731092436,-0.16918767507003007,0.01789529705004491,-0.3172513843533147,-0.17111755457845068,0.13243263030841265,-0.2091375781080793,-0.14060669015614013
0.0212708305107709,-0.3041593280043355,-0.13469719550196677,0.06853411932371753,-0.2627688068865423,-0.12057458993662468,0.05133662448652022,-0.15239153411876818,-0.008777035862994243
0.008963178294573644,-0.4314437984496124,-0.2583817829457412,0.01768010724640718,-0.453877963440961,-0.26739373092988855,-0.19348453835322957,-0.4783019474599613,-0.27852843381672354
0.0514269158336955,-0.3058090685209329,-0.1880052151238625,0.03190490771471974,-0.3552896135484713,-0.21610320494086815,0.00927803926494411,-0.25571501857758255,-0.17131466006742344
0.03053221288515406,-0.2571428571428571,-0.12498599439776151,0.008460658318128427,-0.2749991334436207,-0.15216005799118335,-0.18296744141915042,-0.10017738164399678,0.003961880265985513
0.025351296537737215,-0.3324641460234681,-0.17227292481529916,-0.0072078802314032575,-0.3268695869773727,-0.16025184020400857,-0.06875726164095174,-0.31304493002135136,-0.16420481175361187
0.014049586776859505,-0.30247933884297523,-0.15057851239669567,0.007310831968869366,-0.3210272440984432,-0.16676686889695216,0.05517583597379964,-0.3205262294192714,-0.16209157962231907
-0.017238881645661307,-0.27509778357235987,-0.13694046066927557,-0.011522140970065322,-0.3361382192057722,-0.17242780992762868,-0.04273132754127627,-0.18969886498803493,-0.10260470233435955
0.006638666847310662,-0.42230050128708846,-0.24151199024522851,0.013224152583171422,-0.4542219421038518,-0.26597971080250754,-0.061483190825329596,-0.41581969515984124,-0.249577317795169
0.02402022756005057,-0.3413400758533502,-0.18463969658660176,-0.025495386724152625,-0.3576609311940061,-0.2011556533878477,0.06967878938533045,-0.3265300876534421,-0.20163682260960003
-0.009991809991809993,0.04176904176904177,0.18707616707616564,0.02999722019017005,-0.030008566364923817,0.12721258530910176,0.12191869739009369,0.0646540297089514,0.23197145247427023
-0.015151515151515152,-0.3245179063360882,-0.19859504132231706,0.039777354331284924,-0.2778755002163784,-0.16714377312708292,-0.052743820991523964,-0.31140536286300724,-0.20366237526703923
-0.01818181818181818,-0.31203931203931207,-0.13793611793612007,-0.023570515590138293,-0.2760853425168208,-0.11499784639128974,0.07496613406748755,-0.3489953394422082,-0.16812552719944204
0.0976556435336128,-0.37835739791957773,-0.19217512808570358,0.08591217296356463,-0.3505315706204445,-0.16632429210019278,0.0808584672814307,-0.4831129290429821,-0.264778669730138
0.03882063882063882,-0.18132678132678132,-0.00314496314496329,0.013828095669344407,-0.21533447420617088,-0.03753782619236404,0.08370070625124715,-0.13194523754008314,0.04158410480774213
-0.03543307086614173,-0.2706692913385827,-0.14232283464567078,-0.03074628732608105,-0.2653647204392994,-0.14902500501686516,-0.0825623906392907,-0.37190805439338603,-0.20637355789400522
0.024871891013623297,-0.35158105236845394,-0.18773903262092492,0.04036549653089377,-0.3621475615377251,-0.19076283224331692,0.06683303388065631,-0.3978443764381875,-0.20740396310036827
-0.015501968503937008,-0.3031496062992126,-0.1482529527559085,0.059998175434984244,-0.32716042315716415,-0.16712938482304285,-0.11964715198026685,-0.2079959213069145,-0.05461571953772054
-0.03637045369328834,-0.3198350206224222,-0.17164104486939627,-0.012352385747976185,-0.32773625942795054,-0.16334772199877018,-0.07935642566276575,-0.26860378706329235,-0.154746586623478
0.017926356589147287,-0.28972868217054265,-0.134362887596901,-0.016354467635063763,-0.25280116416824977,-0.10761481761198075,-0.09577238333773912,-0.2308561348757406,-0.07498117680828173
0.10149488591660111,-0.33464463676894834,-0.17697351167060482,0.019626543575217894,-0.3060371219907595,-0.16398416076494943,0.026183087676425434,-0.37345247725594727,-0.22064212185241988
-0.011644154634373545,-0.35972675050458003,-0.18057755006986712,-0.014489939108161511,-0.39528864694783417,-0.2050131087357926,0.06655569700557248,-0.34590761450181196,-0.15136314478868002
0.028063492063492065,-0.2612063492063492,-0.145701587301588,0.03870814623922523,-0.224594823252435,-0.13201857802397102,0.00366220261294433,-0.223477919639442,-0.11413618722658174
0.018207282913165267,-0.26106442577030814,-0.1278991596638668,0.03645161433857641,-0.25172986216482407,-0.12172117380222265,0.05932682267435962,-0.13460363891066635,-0.040589609424469535
-0.02862840051274747,-0.40008545791197836,-0.23513744480843668,-0.004936971868934493,-0.4005860883579527,-0.23555835083704435,0.0012670475581887102,-0.4050722639827309,-0.2536083213775948
-0.13927762228441956,-0.3426629348260696,-0.2041983206717352,-0.14486640360747893,-0.3582508103272786,-0.2085076921800049,-0.09428986290073188,-0.2771854239119692,-0.15129326366216744
-0.012293853073463269,-0.2767616191904048,-0.1455922038980511,0.01590754455075193,-0.2881497720307232,-0.15074939512807023,-0.025996474782326705,-0.25686064638636236,-0.14909816216965222
-0.023923444976076555,-0.3517885623148781,-0.2092959671907081,-0.042377450534573584,-0.3457282416323395,-0.20488165942574182,0.05230052422414506,-0.3025587807453448,-0.1556365879767899
-0.09944903581267217,-0.2865013774104683,-0.09900826446281108,-0.1302019654034557,-0.2631864487983158,-0.07890928274308898,-0.12910181930475328,-0.2024495790652938,-0.027924657252323213
-0.06501377410468319,-0.3925619834710744,-0.23568870523416502,-0.031244484436668458,-0.35160244660218476,-0.2155441771301676,-0.1395352137674591,-0.39817553613976464,-0.23633747633577842
-0.09070796460176991,-0.23103666245259166,-0.04252528445006274,-0.040257456878278905,-0.2748342480460234,-0.08551942371002978,-0.264644216864355,-0.4107163483492814,-0.15424437465284704
0.004170141784820684,-0.2673894912427022,-0.08166805671392861,-0.008255144959333036,-0.3060480063197032,-0.11317099069317114,-0.04229621236038904,-0.3572061594832555,-0.12464024034241364
0.021336624933874095,-0.2787868100864045,-0.09659672015517726,-0.027936380397020465,-0.2698884912526886,-0.104404368611773,0.0058027743352714505,-0.2604728307566594,-0.0729799657489364
-0.029290206648697213,-0.26037735849056604,-0.06866127583108626,-0.008078244407599012,-0.2526558553210352,-0.07849244796177321,-0.10603006966822133,-0.31285510634696406,-0.0841432270464069
0.0865808499382825,-0.24387233292188326,-0.054593546111796835,0.04099956180427408,-0.32284086315407495,-0.12814536255728462,-0.041541287911753516,-0.23540830065102522,-0.049034602243036934
-0.006321112515802781,-0.2443109987357775,-0.09337863463969812,0.0059440029474052865,-0.28330205443463763,-0.1287762417456155,-0.08378086590529198,-0.1649867232708422,-0.013008696810453756
-0.046355446355446354,-0.2864864864864865,-0.08396396396396455,0.008281211255299535,-0.27635903772504306,-0.07550457233599017,-0.12466748298309824,-0.3629854071186375,-0.15549003968265704
0.007935108446482103,-0.14018691588785046,0.04956797742902568,-0.03212230101027596,-0.15844967581272487,0.01979099393755736,-0.0434755989774866,-0.14281990896170543,0.0572876131297021
-0.04794079794079794,-0.2953667953667954,-0.0958494208494252,-0.01297182928029646,-0.326883130037305,-0.12815972257923974,-0.029992238800136926,-0.16218966958575823,0.02518863702046575
-0.021457821457821456,-0.26584766584766584,-0.06027846027846509,-0.03824259048075595,-0.32515055496710754,-0.11371621852910756,-0.04511751057494283,-0.40134594326060186,-0.17515381322295068
0.002064516129032258,-0.28206451612903227,-0.1382709677419372,0.020554202093931707,-0.26677570886578805,-0.1268334835474972,-0.1111835956980784,-0.3453136815603815,-0.21267327567746253
-0.00837395325584302,-0.3375828021497313,-0.17862767154106035,0.06550015913314082,-0.289791841565934,-0.14478716350660562,-0.13389514415085108,-0.3468110918205328,-0.2177318268867491
-0.00546448087431694,-0.22804211648673864,-0.11555377848860435,0.005971716915652758,-0.24329225557991213,-0.1245702523236469,0.07417216603367432,-0.12259651537567781,-0.04758684302263595
0.05399449035812672,-0.49559228650137743,-0.3011845730027602,0.0014486654389872116,-0.4827896744188992,-0.30100808203066043,0.09427737341206606,-0.579091852738091,-0.3266787632897367
0.09870388833499502,-0.38498789346246975,-0.23547927645634925,0.04716450574550234,-0.39628341908384496,-0.2463254725034991,0.11554173899435352,-0.5060216179034766,-0.2959945448683051
-0.01729032258064516,-0.40258064516129033,-0.2401935483871009,-0.008567717711187866,-0.4234779176597442,-0.2596067294433923,-0.0508164799073741,-0.37195470804337605,-0.2308058653509321
-0.054057715756672536,-0.31689472971142124,-0.15403061915729827,-0.01933638871288657,-0.26894560955822294,-0.11776043188788268,-0.14203862665683714,-0.3394442812858369,-0.17052997080192256
0.05523809523809524,-0.28634920634920635,-0.14697142857142953,0.034726721206281015,-0.2699721529647235,-0.13417438981367433,0.07318945287904814,-0.27287477100114826,-0.11793682128375478
-0.03174212598425197,-0.33981299212598426,-0.1723548228346505,-0.0324183604469993,-0.38267155450216284,-0.19911205105250548,-0.06913188250785449,-0.187809951641108,-0.048653690061554976
-0.006193548387096774,-0.35019354838709676,-0.1904000000000039,-0.06465712545856198,-0.3490925176719938,-0.1927128004119887,-0.10616962270058992,-0.3922089616469208,-0.2314402656965898
-0.006864988558352402,-0.3723874904652937,-0.19112128146453422,0.02862353318512845,-0.38283645508470515,-0.19151596661303916,-0.07021521715876682,-0.29191357005796553,-0.14063923104194553
0.011484593837535015,-0.20140056022408964,-0.06956582633053197,-0.012137112268510612,-0.16877125482212524,-0.04953073883771381,0.004590955789443728,-0.36211229110324,-0.1549546417731513
0.07839669908635426,-0.4235190097259063,-0.22014441497200432,0.06093780209790977,-0.46222760431122417,-0.2536165229027403,0.04465379010804156,-0.37820477148128673,-0.18059827598726577
-0.0025741769407939302,-0.24834033328817234,-0.12781465926026522,0.0364282993251336,-0.2884477284641679,-0.15267239422395948,-0.06421243860477796,-0.2566310984424071,-0.14346430017552803
-0.08059418457648546,-0.32332490518331225,-0.17417825537294684,-0.07591372620789522,-0.3253614721249549,-0.17366697668747516,0.04141447562536677,-0.2481961613113276,-0.1306566697466878
0.008478682170542635,-0.3553779069767442,-0.19265988372093298,0.032882573782103026,-0.34124022151407685,-0.1795537299457751,-0.0067720204274323015,-0.38738398586791084,-0.2287924542192706
0.09077040427154844,-0.32479023646071703,-0.16311212814645368,0.07065137030966663,-0.33000209105198797,-0.1612303691818766,0.24260205108621904,-0.3495154443060261,-0.18814612636379646
-0.0028011204481792717,-0.3058823529411765,-0.16617647058823784,0.004330501234419825,-0.3543989522296941,-0.18877231488567112,0.014607228473318391,-0.288380737290251,-0.17867313745830568
0.07741046831955922,-0.4,-0.20607438016529328,0.026158832233194002,-0.41256496336176357,-0.2024700439470094,0.24340097877439495,-0.37502789651427615,-0.1919151468202125
0.0888030888030888,-0.2915057915057915,-0.1275418275418287,0.051955215631138495,-0.2767171913576508,-0.11845260870953928,0.1333200385060197,-0.31096871533962767,-0.15506907399858888
-0.07579333857854707,-0.17020718594282716,-0.06073957513768686,-0.055863471647628234,-0.2091337612985315,-0.08196061726616612,-0.09332821953175455,-0.04537496180318936,0.01586730331069176
-0.06641269841269841,-0.3191111111111111,-0.1553396825396862,-0.05892727670436943,-0.3399247700928595,-0.1683312461362207,-0.05473845174778475,-0.3225801385108417,-0.18841255748939906
0.03464147286821705,-0.2715600775193798,-0.15799418604651283,0.051129210167914975,-0.2754018493317287,-0.153196186111423,-0.006340821861329589,-0.23410561134628,-0.1391610522381403
0.07546402926432733,-0.27408210269611166,-0.1568893103915472,0.02659144781714798,-0.2759292443176839,-0.14404665405341402,0.18822836654862216,-0.24732052449289194,-0.14716111923014638
0.01579023612921918,-0.3052296103143561,-0.1524989135158639,0.03570001172746926,-0.227057644565753,-0.09277573145331824,-0.011135937806564808,-0.24226846375168853,-0.12470294116689533
0.05733267716535433,-0.27608267716535434,-0.16055610236220708,0.03851384356832621,-0.27570466870916666,-0.169417438631164,0.21694513574496296,-0.2838412973830118,-0.13342035160409038
0.08501228501228501,-0.34742014742014743,-0.1812776412776438,0.07334197909777543,-0.3265890229344853,-0.16602521307201737,0.12897432662959973,-0.365037934914342,-0.22622229769810184
-0.08825396825396825,-0.28914285714285715,-0.1655619047619085,-0.07101379882009254,-0.3483739224936322,-0.19981154174378357,-0.12644160683788494,-0.24885567809542067,-0.10918140792248777
0.01968503937007874,-0.28075787401574803,-0.14509104330708733,0.03188532499105735,-0.2898359300238636,-0.13886998806836032,0.04268543779985798,-0.24436713036004087,-0.12218168881838588
0.00743801652892562,-0.23829201101928374,-0.10847107438016637,0.04625760970819626,-0.2628393243063372,-0.11866099245513931,-0.020039258205804624,-0.22548953640982836,-0.09175889348475035
-0.04136982877140358,-0.22084739407574053,-0.10156230471191122,0.0068063397149135075,-0.2403224439960404,-0.10003689771137403,0.07580406137436921,-0.2761021081206484,-0.16380150133081997
0.0069096328410784445,-0.37894594228424333,-0.2269204714808314,0.05755780625863783,-0.3947126859562681,-0.2281118452140729,-0.0454675219589892,-0.3400337875900473,-0.23115463770882289
0.0011019283746556473,-0.2413223140495868,-0.1308677685950419,-0.02310364945693786,-0.20973499356991349,-0.09747897126161123,0.11371877820259432,-0.2615493697877956,-0.11323247314301467
-0.025494943740207946,-0.3300099700897308,-0.18517305227175895,-0.0039947060301972715,-0.36415343348360274,-0.19718139313753932,0.022113967866597455,-0.30899904378680515,-0.16519876243726722
0.045730027548209366,-0.3,-0.1252066115702513,0.03321558823851745,-0.3525195690540386,-0.16056911620318556,0.06987013581038401,-0.34979820584793075,-0.1465509558542147
-0.048638395881316895,-0.33288172334372035,-0.18302398049045032,-0.03685197110097983,-0.35356412443976504,-0.19890671348008368,-0.0011597216726370924,-0.39178485455713763,-0.19676836362930342
0.0470125999187102,-0.23885652350629996,-0.11537732014632039,0.001117935982308003,-0.28749597015929707,-0.15061731941138673,0.09615731840528789,-0.2989112859337512,-0.13756249625231137
-0.02635658914728682,-0.2875372689326178,-0.1636493738819362,-0.022785823774693445,-0.30685684587572654,-0.16292689862456405,-0.05732183718597166,-0.30066632210381544,-0.1442513148732975
-0.10330578512396695,-0.3371900826446281,-0.1483884297520675,-0.04829086284942952,-0.3619349269290283,-0.16130348118403426,-0.13240864288145263,-0.24341715158569502,-0.06175985042503179
-0.040127480805446904,-0.43271041576126323,-0.24913805591772065,-0.03607856013878315,-0.44602305000218584,-0.2599240232638909,-0.09259176088998874,-0.4230440070154597,-0.24059014843580426
-0.06352718078381796,-0.2936156763590392,-0.0743204804045559,-0.05810918565273814,-0.3066362370032835,-0.0955749384055289,-0.16946745897931662,-0.3966884643725478,-0.14797513738511656
-0.09615069615069614,-0.4221130221130221,-0.18637182637183025,-0.044586244507110184,-0.37157320466857485,-0.15205764558297366,-0.13571944388893367,-0.4956035301063002,-0.23206007500056974
-0.09311180339217723,-0.44929041190723434,-0.23876773970232187,-0.029944846935589835,-0.4197196385748764,-0.22556794838456537,-0.10280380114806051,-0.470655208829122,-0.24746531241483366
-0.04981684981684982,-0.37142857142857144,-0.17404761904762237,-0.0599707005198873,-0.3793001308003105,-0.18131301307575245,-0.1525139318765762,-0.4142230065723136,-0.22029609718488777
-0.09090909090909091,-0.21868223519599667,0.0037030859049215453,-0.07316379547916935,-0.1986961649012311,0.0024206319463315256,-0.18789747165317996,-0.2814077663158081,-0.03590201734814326
0.0258202290817317,-0.30770724131236654,-0.12292758687633629,0.06002065472312516,-0.33675341411103543,-0.14940170839200312,-0.0768019364237835,-0.2499125250749199,-0.06856322360384697
0.018590704647676162,-0.14512743628185906,0.01220389805097455,0.024982083061385996,-0.22057342219758042,-0.05717071707554607,-0.07970623287188536,-0.29444779278715943,-0.10906013287756024
-0.05825242718446602,-0.24271844660194175,-0.04385735623599893,-0.030300278546700855,-0.27163290286552977,-0.07406953281830557,-0.07771763755312484,-0.17004709991806008,0.04558996833062923
-0.06501377410468319,-0.42534435261707987,-0.19833333333333503,-0.06544128315895492,-0.41431343455768627,-0.20177660965713534,-0.09897488055404101,-0.4279005251235757,-0.20038820491568443
-0.039712488769092544,-0.34986522911051215,-0.11805929919137989,-0.03662040196610228,-0.3845643264615684,-0.16174650488825695,-0.07566162783449445,-0.41161347984878066,-0.18123982258044025
0.032,-0.33238709677419354,-0.1512387096774232,0.035722066823645024,-0.3488087307520785,-0.1686783824765089,0.06609704433970694,-0.33464906014194323,-0.152937749880995
-0.021243115656963022,-0.3071072646210333,-0.17709152897980887,0.041981062328079154,-0.3296342806375098,-0.18452242789244241,-0.18047431969041627,-0.19266762445642438,-0.11452486668793836
0.0487741935483871,-0.3889032258064516,-0.21743225806451905,-0.015534262432606326,-0.3499155480181645,-0.18513561661609787,0.13058257088893852,-0.4665590758687184,-0.27431825779531394
0.02661064425770308,-0.2935574229691877,-0.15309523809523962,0.0032322978905375962,-0.3312998803834318,-0.18174900412491551,-0.07020864867175998,-0.22382040210184725,-0.08661339802215894
0.0006249218847644045,-0.2643419572553431,-0.14471941007374303,0.035814837353002074,-0.22560174287074874,-0.10893446313408375,-0.020975750499490776,-0.1731817818511432,-0.07707550491668176
-0.029964291259121253,-0.351963980748331,-0.17734823785126988,-0.04706136828676014,-0.39776021909335757,-0.20678284702590266,-0.05912469725279668,-0.34400518606730257,-0.1988395617904451
-0.08870523415977961,-0.3151515151515151,-0.15264462809917576,-0.10386947118068035,-0.3597519474463061,-0.18091108393054317,-0.03794061322197898,-0.3686267218505609,-0.21052865939269885
