tau,tau_a,tau_m,tauAP,tauAP_a,tauAP_m,tauH,tauH_a,tauH_m
-0.15771175726927938,-0.1943858724301685,-0.18397626112759688,-0.14425558824485776,-0.16094358389396218,-0.1496782010496863,-0.21974986723923243,-0.21468385259827152,-0.13113528183741013
-0.046355446355446354,-0.11038345540716207,-0.10689170182840244,-0.03797491190263585,-0.06400405973049621,-0.025013241275842295,-0.13640235241252283,-0.1859215579137765,-0.1661483964194067
-0.07630853994490358,-0.17290886392011837,-0.16715069377218122,-0.14396271843850056,-0.21863944749613276,-0.20773298646617214,-0.0534665901270281,-0.20867338427791685,-0.24003682918478908
-0.015888615888615888,-0.020282244830981955,0.010492332526230778,-0.01658040741837701,-0.0006333085330381905,0.032022611192656106,-0.026764813276544168,-0.04189282839134595,-0.02173963333948032
-0.09519599174771588,-0.1620829261482774,-0.11958447907118186,-0.11395968655679169,-0.13422934889462726,-0.08725686660061038,0.027314946371903154,-0.024570217487192934,-0.0025831164922819334
-0.1369747899159664,-0.17381053140682295,-0.13599427607706507,-0.0638744002252204,-0.02617731132945961,0.04404275524109597,-0.16515961664862897,-0.18721433864205994,-0.1378661946321802
-0.11520845566647094,-0.16098693759072719,-0.16011959995875777,-0.10445117000379757,-0.11626598438125241,-0.09739805091813311,-0.046887955957851224,-0.14558974947443673,-0.1557353997827633
-0.06190476190476191,-0.07481702358363489,-0.04757351183361102,-0.08368447501260147,-0.10520146719501806,-0.10464657210463933,-0.15219849094859844,-0.11691169243025751,-0.08488481416515047
-0.10023785253143051,-0.19211977935383845,-0.21219178082190873,-0.11497124058357232,-0.19732128068785887,-0.22068463559536802,-0.3031955295124309,-0.3065387620341059,-0.30285220493613924
-0.06022408963585434,-0.10022545603608371,-0.09254560831218724,-0.07298113880530874,-0.1016118992477391,-0.10160196508140343,0.08261635994734762,-0.026541899873792223,-0.046618075784896795
-0.0445805440820396,-0.081690550665607,-0.08701332636529588,-0.07848999776974691,-0.10934110196771202,-0.11012221677227046,-0.24033510388761897,-0.2575908092912937,-0.2601614674137598
-0.058428680396643784,-0.13809419815099153,-0.1617355741580866,-0.10272755306956875,-0.18665450654800314,-0.20681906744863393,-0.050361120510149425,-0.10423476880010742,-0.10419771075927409
-0.12530783717224395,-0.15384615384616623,-0.1622441243366105,-0.12989514821349188,-0.18523024055198162,-0.21656885151544228,-0.20476067068497386,-0.275576095180062,-0.29598979829742134
-0.07818532818532818,-0.07867021951529626,-0.08487885519449928,-0.06715594048413145,-0.05979601532760742,-0.062341904284426604,-0.016684471345081418,-0.041169681893506484,-0.04084104000921056
-0.10746460746460747,-0.15810810810812148,-0.13757270766616,-0.05229471789468409,-0.04279551439134869,0.022230534756820804,-0.09025397193170343,-0.10595487952251456,-0.09286168554469533
-0.032714412024756855,-0.13847621643724997,-0.14294162871843452,-0.05879795303530641,-0.1248762765658997,-0.10482510204395261,-0.0687234023962821,-0.15633348290207638,-0.15226336676894017
0.05114083398898505,-0.018251202920194203,-0.03314393939393764,-0.04581820336503149,-0.1724435774269502,-0.22783142944671209,0.0709557659289347,0.02002141897008435,0.0015029656303634418
-0.08009153318077804,-0.17066725390884666,-0.1708357572231877,-0.11051086659905722,-0.16037719951183435,-0.15121328802402376,0.10768501393929329,-0.015436926223742636,-0.044249767416943586
-0.03192161820480405,-0.09712346477053108,-0.11185308848079466,-0.07268365707624236,-0.11874070270072874,-0.12635073593081877,-0.015680616897233043,-0.031159259758123153,-0.03878505666874967
0.006296851574212893,-0.030513833992097467,-0.02581755593803612,-0.0021020862124662082,-0.028299906350801582,-0.02624532077974284,-0.13884534530689085,-0.1628321417078994,-0.1288258001176601
-0.08061238314591519,-0.15767725097870158,-0.1654028013203701,-0.15036568659577373,-0.2408183417964671,-0.27824408894937325,-0.10523111436414617,-0.26737637399102193,-0.3030016709028016
-0.15862068965517243,-0.19552429667521232,-0.14536259952657257,-0.10897524386290135,-0.07925536829485492,-0.0019296411018843314,-0.1603204294288823,-0.22094591169968278,-0.16150121803612516
-0.068418913426365,-0.09281170105239082,-0.06203825523732292,-0.06131770086285539,-0.06272480367570422,-0.04576559200139031,-0.09162681854993919,-0.196978987146709,-0.20035862617790776
-0.017848970251716247,-0.05706795724944911,-0.046506300114547164,-0.0728777522302479,-0.12749289632920066,-0.14064711691330586,-0.03958023904943578,-0.09168861177911435,-0.08197131796221899
-0.029333333333333333,-0.030400000000000763,-0.041390184613363176,-0.04061103185087794,-0.05464152023261006,-0.07645704186334301,-0.08327268431572231,-0.060817417390846125,-0.06055040475822078
0.13193403298350825,0.15120496894410768,0.15576091816962098,0.1382886796202452,0.16677732894211372,0.17396312078797213,0.05273060185918337,0.10356308202424708,0.13331497233005288
0.044503389330975536,0.03018584165861178,0.01585828764234462,0.0566778726085634,0.05203819857861717,0.044359723608342894,0.0061949578754445815,-0.017546492429634714,-0.033451810381327676
0.07354627354627355,0.0788307099261222,0.07505219206680495,0.13932864382364774,0.14075504056706825,0.1401342918477015,0.04462140244849522,0.012468354393125845,-0.005665281392001824
-0.007713498622589532,-0.014794520547945984,-0.02951852612834776,0.007267700640703107,0.004351130250297082,-0.006398251749328401,-0.07494611520282847,-0.0842976655497516,-0.0978761404234392
0.09307681885923316,0.054872189121662876,0.029948595693957775,0.05541242703632827,0.05955088477605141,0.05200782600782144,0.11758526433807176,0.04845625793513313,0.010657827139821444
0.004481792717086834,0.010607521697203734,-0.0019517205957885599,0.033384607139096426,0.0329050049414525,0.02024007847487563,0.011809702529527554,-0.005118791228231066,-0.037314535862781745
0.030244530244530245,0.009962904080551852,-0.005111137525258345,0.058628577287001625,0.03354809197581008,0.012821482848346248,-0.00022966715354574656,-0.05522505981988574,-0.09062862432603878
0.00012498437695288088,-0.025725232621784742,-0.04439705929155813,0.04190024557803749,0.019363251141399623,-0.0019046892028456725,-0.10126497050294891,-0.09896514217028096,-0.10543151597943104
0.11365079365079366,0.08829767441860792,0.0681372677138621,0.11285019998040614,0.0940014917554471,0.07865663212583288,0.27333600497103583,0.23768885252600494,0.21272978419570812
0.032231404958677684,0.04490603363007169,0.03744264065090775,0.049340939531347244,0.05475911164181169,0.04559198075001813,-0.08015589323307173,-0.047628618346400996,-0.042630688857299925
-0.011644154634373545,-0.0010315435148490672,-0.01584514402775994,-0.01677083260469276,-0.0025120358068235517,-0.01292404315666515,-0.04891948302277649,-0.040888717707779645,-0.06259511947751989
-0.02699724517906336,-0.0088751289989684,-0.009112552335604705,-0.023299630200809208,-0.01088380351901228,-0.013865044642903265,0.004858638331886121,-0.012747934026942962,-0.02716949841625126
-0.06526610644257703,-0.03903336482522179,-0.030048216007713853,-0.09797941491066066,-0.07236405265978732,-0.06088631731790125,-0.0050635796197028154,0.08298553839692621,0.13052817101297867
0.005504587155963303,0.03176683517443863,0.03355171729203884,-0.026823381253128453,0.024647417633271097,0.03404212358874297,0.09295643990379425,0.06838080238465567,0.04030862052262877
0.02780952380952381,0.024174863387978578,0.018101663215550224,0.012171666013391412,0.00520043478750599,-0.007844285703639275,0.15441066360046687,0.20673366851099978,0.218367244180927
0.09956017592962815,0.11136235161108164,0.11033478893741391,0.08042362363976312,0.08853909011819533,0.09205053870406568,0.060016926500860567,0.041137796446331344,0.01658815700473479
0.12103225806451613,0.15100641645425653,0.15880172327421982,0.0989565421175752,0.12242647109759856,0.13124074807886632,0.0726756904496423,0.09690921614927156,0.09976483914646524
-0.024253968253968253,0.0331546391752582,0.05605532097178938,-0.029062407596296806,0.005075144277118264,0.021617195239152544,0.009409974479435174,0.059287545763588176,0.07765235444210647
0.09476209516193522,0.10557377049180441,0.10627876308636472,0.04175274331519839,0.06860718152407762,0.0737144955359225,0.02982860691126301,0.04873905412782886,0.05482108696516149
0.05447619047619048,0.04906122448979718,0.024124326115110287,0.04015599738567204,0.04240342996486124,0.0230483429656163,0.021310098458758534,0.008075164325982783,-0.012737695712539519
0.0850306224184589,0.11085542328627986,0.1064826700898586,0.028134082331112014,0.07104077144384237,0.07079667379271594,0.17106970331796117,0.20341959412036362,0.19920663959144372
-0.005070259307547443,-0.028939871045135356,-0.05058693075364123,0.031193697077943776,0.01420873368908392,-3.624317449542075e-05,-0.16630552910159843,-0.196452714949389,-0.21531649113475984
0.06703985072637611,0.09399909760866844,0.10389195236953516,0.04019958184353356,0.05574447284465385,0.055772051499886593,0.1265689845518814,0.15876881274589857,0.1687114763570185
0.0326221125022042,0.0744268944748352,0.08479863868405892,-0.02413765232335794,0.01994023965887087,0.03217924292796598,0.09491715137242503,0.1756994579061483,0.19617333341376744
0.021288515406162466,-0.01797928473715135,-0.04332469094051804,0.05025941564269185,0.013571420299521098,-0.007994756575770477,0.007800209454861304,-0.01439263450813447,-0.041095027052128225
0.03487064116985377,0.034465960297162763,0.028765926684539863,0.01398375155250073,0.017681756807067756,0.013896524368814075,0.21988902614338512,0.24988931223840805,0.2585787536416423
0.08387096774193549,0.07304718741669217,0.06553093290799904,0.08632483345090955,0.09451889599901325,0.10199017522898725,0.20361688025883964,0.20085705260024073,0.19868476250353168
0.05449464368886819,0.07129362632992194,0.07374977102033299,0.01574877993215038,0.0445928261491509,0.04865182278883929,-0.02345501537442431,-0.027304284831553744,-0.03825325939322392
-0.013683782685272998,0.005994005994006133,0.012156285313153261,-0.04711360169958304,-0.042369586482330544,-0.036482474088312594,0.05736331509936969,0.10957189457660892,0.1254820015097964
0.10155005070259307,0.1391410521845404,0.1525537072640593,0.07126556365631641,0.08708342077221737,0.08959081129043292,0.04483386993907034,0.09827850117827958,0.14740312182217766
0.12327755905511811,0.11819582334817554,0.09697985474383147,0.05062357118867659,0.07214642473955572,0.0573577421095367,0.2874662210781324,0.2438641389883569,0.2051574500521482
0.09612698412698413,0.10099447513812473,0.09689027702335483,0.05760305838377243,0.0739096155767244,0.07360004756623734,0.038598080526055664,0.06500769764480048,0.08411429440786601
-0.07546402926432733,-0.07624784050054059,-0.08445174186179172,-0.14470645129138288,-0.11874039345368768,-0.11546608307290514,-0.084192232750997,-0.057354591985332735,-0.05459036238835246
0.06993548387096774,0.1195119696829697,0.1310607969475531,0.08665231898973987,0.11983444600869098,0.12794382635672127,0.13235775608916645,0.1979017218613604,0.21155867234864145
-0.028317460317460318,-0.030256983240224637,-0.03817215434527537,-0.0458515430045256,-0.04472212719797848,-0.05002586160510602,-0.08845447015704216,-0.09269379065080759,-0.10709428587888571
0.033719845395175266,0.053708439897698544,0.0574410135569379,0.032059521242916875,0.05543207785802374,0.06205067878600544,0.0860781182650455,0.10156087827867467,0.09692363308079273
-0.15596068936048996,-0.17314134293286215,-0.19122184510953313,-0.08394523979306681,-0.10309528181568722,-0.12536486914456246,-0.12632782580842083,-0.17342809139981666,-0.20285342738567771
-0.05939324882495371,-0.07980431882196282,-0.09763033175355466,-0.05948382298455543,-0.07521851229375563,-0.0971473670522036,-0.07482394105223152,-0.01673413027597624,0.010260794899455505
0.0991345397324941,0.09957337197134734,0.09808924584650268,0.05862286951088786,0.07245824188562279,0.09115787338864298,0.09870032507845815,0.08568976740670069,0.07173917305396248
-0.005305039787798408,-0.02774705941490009,-0.04717125382262888,0.030325486018942572,0.004098498930997971,-0.019463856252230734,-0.07833256423074224,-0.06885464025238519,-0.06735156546990777
-0.020106589147286823,-0.04541139240506505,-0.07573215599705627,0.015765450411511294,-0.01843509007973889,-0.053641833535131314,-0.1870097708311815,-0.18175811761687258,-0.1942966583130264
0.02948297963253098,0.04116222760290703,0.042080521646826755,0.05593255052953102,0.05832158714252801,0.056325603516949256,0.03839719902806773,0.017834502558699148,0.013135218106210588
0.08619440822830653,0.0544535827554735,0.024828584813252612,0.05931897822541077,0.03460402961261869,0.012634496606885969,0.22160193052888114,0.1780055916928697,0.15353169227912733
0.004132231404958678,-0.0026339691189829688,-0.015790009847533207,0.0023802006006022666,0.007232927531605956,-0.003505278225734416,0.05203275709100627,0.02321216359322988,0.0026409217485209493
0.07161803713527852,0.06823627461194227,0.06307686106968476,0.022939216774189627,0.023217328144089597,0.018470081189510164,0.0047388903444741115,-0.004237700370355706,-0.014052602268764064
-0.00128186867967526,-0.02693469977663987,-0.05161412597131957,-0.0029952996703794615,-0.026836028766308972,-0.05437911926483962,0.03175831008059312,0.014056057698152305,-0.007187996102476778
-0.04758096761295482,-0.006176566200715581,0.004354343636234309,-0.053092261472858907,-0.03343250062224822,-0.03115980426979697,0.03081103775033365,0.10223559169308455,0.10974503295625006
0.021714285714285714,0.04857142857142914,0.05790900873757332,0.018429655414754522,0.02769417608237452,0.03438478709363439,0.17013203704910637,0.21904674561843782,0.2402776070553969
