tau,tau_s,tau_ar,tau_a,tau_m,tauAP,tauAP_s,tauAP_ar,tauAP_a,tauAP_m,tauH,tauH_s,tauH_ar,tauH_a,tauH_m
0.34340765002915596,0.24770164141884096,0.34460025309857706,0.5681558814827339,0.5516586292561741,0.3153213810613974,0.08578937757819007,0.18000075881448335,0.38292942939238017,0.2160087068384558,0.3750726242107017,0.48203995383695697,0.5561536452122137,0.7540130532957571,0.5822282011427651
0.31160384331116037,0.8570583887657058,0.8802882483370248,0.48577235772357724,0.1111111111111111,0.2832050484225579,0.7802816400738273,0.8154713721455452,0.3609393943475127,0.0169491525423729,0.47846069572892996,0.9109035701836041,0.9253415266688013,0.7409528098305795,0.21019724085259475
0.6701347433054751,0.7098511244852709,0.7389037791476841,0.8856437679967092,0.8518518518518519,0.655070486662504,0.5501161135783469,0.5906672537061117,0.7774764795323462,0.3842121765489663,0.7789232686031045,0.7399268086277735,0.7662931027394171,0.9276646195413768,0.9529786454829613
0.4543691673736517,0.1563042863491294,0.263183250515093,0.5607035607035608,0.49795201872440026,0.4457528587366452,0.04675396638362019,0.16689850831804637,0.4889912440470104,0.4377781658319992,0.46799605120543203,0.37627674542133654,0.45742983860893444,0.7240331459860008,0.5847141199558583
0.47439916405433646,0.4995521719659651,0.5546574115539563,0.8244998244998245,0.7314814814814815,0.48919618534843323,0.3085768698534332,0.38324876426309246,0.7024322742541778,0.7188362072671239,0.47035647061917224,0.675997688874975,0.7124562795870214,0.9266335882751686,0.7223676446659838
0.6869437812025179,0.5427067505969178,0.6460549164315195,0.8611726117261173,0.962867457452295,0.710963018579639,0.4268111699816123,0.5509493781717485,0.8671379960520812,0.9768706583516822,0.7461335054370029,0.6832766497661522,0.7573756963827047,0.8899960497622429,0.9668233268529547
0.5830397181294042,0.42120435618193464,0.5150554532351168,0.7312054866789766,0.8597285067873304,0.6231401499117442,0.2914715219242171,0.39444321722234504,0.7238456062391355,0.7658261713798307,0.5025126626191617,0.5532644338182972,0.6259666915390815,0.7174529090711989,0.7961567314182352
0.2298076923076923,0.7596153846153846,0.7918629807692307,0.8020833333333334,-1.0,0.2793233520067688,0.5972666132272514,0.6502141297087686,0.5422518347658409,-1.0,0.3079781927201459,0.8483648770029425,0.8687438915746823,0.9199272023353275,-1.0
0.6024311556630948,0.6080193570687867,0.647328321235155,0.7541191381495564,0.6761904761904762,0.5507272448325197,0.42493831716917574,0.4766023208965782,0.5767629543116649,0.5943328654691002,0.7017896132345416,0.7421225273465135,0.7689348278411737,0.8499630289751169,0.7376907978571843
0.6858437935843794,0.5139470013947002,0.6263441422594048,0.8269409576940958,0.7880146759070525,0.6718085913004612,0.37597214668987533,0.5144718634763534,0.7497118722189869,0.759961561380231,0.7516677583782361,0.6444199804474988,0.7299103350394963,0.8568522728201718,0.8836847909999324
0.3431974787671599,0.7617648629880882,0.7934966080871516,0.3160621761658031,0.1794871794871795,0.3236694048777432,0.6976089823233624,0.7343554153819977,0.3064885814166497,0.6919029416194116,0.325534102444379,0.837856864542384,0.8599086271326541,0.43083673499319497,0.035934130993383336
-0.18537414965986396,0.5391156462585034,0.6140306122448953,-0.1875,0.1111111111111111,-0.13962889716925908,0.45627804268935546,0.5450126934092802,-0.1448618135685485,-0.0066225165562914115,-0.08499929775102583,0.6482063396590487,0.7044454690362153,-0.07377652010124584,0.32615211189889554
0.3274094326725906,0.9245386192754613,0.9325062656641541,0.6028708133971292,1.0,0.3594246858293808,0.8626864063041803,0.87680554425588,0.2700075189708439,1.0,0.3279159993739691,0.9545396581909816,0.9593601367718763,0.8636746745224272,1.0
0.39641244951294846,0.04656688049417914,0.1677298645759122,0.5278128065013311,0.4539877300613497,0.40830871910352584,-0.06444823482008857,0.0655673039941172,0.4395198528663011,0.38905785161878836,0.4542416316204495,0.220219275584334,0.33163135013911116,0.5249034947185915,0.455530964679901
0.2675569729586074,0.9088432662281576,0.9210849777423421,0.7957610789980732,1.0,0.2597483665033319,0.8259692485031083,0.8486971943651103,0.4589302522500506,1.0,0.18548482557543847,0.9453786905293684,0.9527239770758935,0.9234008184363123,1.0
0.27897388914338067,0.1994502977553825,0.3773591387998076,0.4642544277280518,0.46487603305785125,0.23627893727442936,0.09907897960262488,0.21517250806435215,0.30666748200885974,0.4140608760080747,0.39952557527303334,0.4365231024592063,0.5801571157271366,0.6865993116713585,0.4544218105875037
0.47529966965549786,0.4432468145351581,0.5345847097687766,0.6175213675213675,0.5785656728444802,0.46089221607668523,0.31928225962583495,0.4316835449380397,0.520343579881401,0.37704563558440446,0.44264452564169965,0.6120136476303474,0.6753022870109351,0.70284556374006,0.5884174085328582
0.23923683947657576,0.0572370392568175,0.15446508840275586,-0.12599969820431567,-0.21714285714285714,0.2919519844613549,0.021639662853337162,0.09022842176868945,0.1725636383271208,0.1806624838903732,-0.009016581761503805,-0.15798829667281125,0.05227781740397725,-0.5748056301053925,-0.27861376102997953
0.47557204700061845,0.5506081220366935,0.6099103277674841,-0.045351473922902494,-0.5333333333333333,0.5595047175274426,0.6165860178017925,0.6677455428456909,-0.016794981643285998,-0.5472288107265141,0.4257511574501901,0.5368178350026552,0.5933082424977648,-0.05299974211796884,-0.48975017246148067
0.3559556282960538,0.8667394071649391,0.8806910347335769,0.6752136752136753,1.0,0.3665382229032856,0.7667561671842426,0.7904468537782328,0.5567554880552092,1.0,0.344666162332461,0.9186606204753418,0.9272615108987452,0.7757213733200613,1.0
0.5913741796094737,0.7569605804899923,0.8014369573192994,0.5373968591961672,0.8512396694214877,0.5711140378417954,0.7629733540861727,0.8025975622412092,0.5614608773751508,0.8531702090949576,0.6558709800533227,0.8337318334492785,0.8649586204805344,0.678242310408284,0.8432613311460321
0.4351366604853664,0.9495283399177619,0.9548818834153029,0.9872611464968153,0.0,0.48731991577346484,0.869130119672894,0.8823184839480958,0.6451788644488072,0.0,0.3996511940029382,0.9700789691525085,0.9732564661834987,0.9961713662755138,0.0
0.565703474372205,0.5632954936360509,0.6295407636739017,0.7236842105263158,0.8345864661654135,0.5633095483022867,0.43864675705045086,0.503341305795245,0.7212316448354757,0.6737199241753994,0.6412996065248263,0.623948228198672,0.6930620435363217,0.5614257630283531,0.7352449183857279
-0.024683544303797468,0.21835443037974683,0.3721360759493661,-0.06160337552742616,-0.09547738693467336,0.0959355696766572,0.11759332199522271,0.2844341272052475,0.05497417687607813,-0.054663899626592474,0.13852887386712084,0.3178442885124463,0.44577588620287956,0.145759910830445,0.05312702210495125
0.3066853669939224,0.5287517531556802,0.5755960729312842,-0.007246376811594203,-0.06666666666666667,0.2528188968537453,0.5115566170558217,0.5595382957007264,0.06930383541853506,0.2022197591293546,0.2750224994194557,0.5882059692885835,0.6296449099140966,-0.05293988481722126,-0.12306373333429801
0.6009362522373675,0.970425444031392,0.9735646427096191,0.9706229032550548,0.8048780487804879,0.6445858173704591,0.9574834655132262,0.9619908897878404,0.8013252372959274,0.6093025732542207,0.554243030701248,0.9823235159359867,0.9842010510906275,0.9913840893689321,0.8078982262066348
0.11130021628904727,0.9333404247775059,0.9403840017019391,0.4050632911392405,-1.0,0.14861236284584903,0.9009457083378462,0.9113819089632971,0.17616689535627414,-1.0,0.052969638093674706,0.9594288236023386,0.9637314319002486,0.6913633779498685,-1.0
0.5911996679119966,0.3515151515151515,0.44721046077211674,0.7037300598944435,0.7337070777855641,0.5532152471594753,0.21553809733775298,0.32841141537791474,0.5867204348864974,0.6217794059832854,0.6659203080864073,0.5614915511589598,0.6266464364342642,0.8688266132494161,0.722755392674899
0.538045885375144,0.45194437062627335,0.4746489945965104,0.7035479901558654,0.24395604395604395,0.5275973429426474,0.27010812021762876,0.2943003345572321,0.5126243001521126,0.24104042476525225,0.4991911377055539,0.5975206714364582,0.6161897160601105,0.852336662688699,0.38437886924101305
0.6451827242524917,0.35751937984496124,0.41838759689921695,0.777843137254902,0.7005347593582888,0.6068915531986567,0.1913589914702658,0.26034872055984726,0.6560029900384581,0.673046121931592,0.6457972019574428,0.555745596169635,0.6009989312639888,0.8606862213140779,0.7621137756474485
0.1997991337643588,0.404933776912937,0.4678441403552759,0.4071696094168004,0.18932038834951456,0.1986670041533826,0.297198002768625,0.3508658118426892,0.26145648861949977,-0.07301061147375398,0.24448653079918392,0.5307067914056399,0.5874711807624045,0.42340449764318305,0.40605078452325866
0.25886548684476146,0.8401722629701904,0.8648563353744699,0.8488479262672811,0.918918918918919,0.31775002467402313,0.7370137119887344,0.7750877007737557,0.7567976267691109,0.9740754176116243,0.3153553329165915,0.9033706631604232,0.9184283218437602,0.9321557734659437,0.9175094562850385
0.2585034013605442,0.08333333333333333,0.16443452380952392,0.1893939393939394,-0.2727272727272727,0.20731641186169086,0.00965468324101787,0.09279642407966306,0.2666188681761353,0.21073129801522497,0.13016215836842435,0.046462298047336176,0.12967863496738857,-0.0582448771790118,-0.5996515899525936
0.6358963033849854,1.0,1.0,0.0,0.0,0.47379174272179486,1.0,1.0,0.0,0.0,0.6058851210590804,1.0,1.0,0.0,0.0
0.5533404230178424,0.603299066524873,0.6436392532198096,0.7743308746048472,0.5768049155145929,0.5623076456796985,0.42887601348980003,0.48147715211486614,0.6275132974125995,0.39849744190753406,0.4773594908027904,0.746260915218017,0.7730039283832252,0.857477509973774,0.5811998212809603
0.5729170926095959,0.7792729665329671,0.8294787202010667,0.738631195998181,0.9056143205858421,0.49154895926365916,0.6317451687684577,0.7112323336990648,0.5766836635008965,0.6209143238165342,0.6591838236655487,0.8658280738386388,0.8968614827163032,0.8693946366785481,0.9210404385000391
0.20204430305172616,0.595145516672558,0.6750541268999715,0.4825474586650337,0.4241666666666667,0.2106710231148601,0.4100837100032002,0.5179674751296786,0.47587188103237305,0.6588267156477969,0.20765939596345842,0.7414745950711251,0.7936372889979935,0.6415306505253651,0.35143206963241586
0.5101528155746284,0.5466534721297125,0.592481968523496,0.6923283893317189,0.654320987654321,0.4730087834119821,0.4494503042785584,0.502684618797143,0.5744487612237851,0.21739426730254663,0.4147412655002836,0.6667916749871539,0.7042879959290066,0.6847512641477691,0.8073635369694826
0.24374352480718314,0.3881278538812785,0.4793824104983382,-0.3407075873827792,0.4530038759689923,0.26827273436466403,0.37516608340237323,0.4639586014002877,-0.024387524801471525,0.4802540548773875,0.2147612595109908,0.4715564003050706,0.5525872493339105,-0.2244161172130602,0.5286849398387322
0.49664775657555443,0.6968684105731129,0.73526547026063,0.8989168356256964,0.8265050167224081,0.5520827393724183,0.5661364331668779,0.6225630137539252,0.8182427480462586,0.7822875299400336,0.4364835425816831,0.8143952274457897,0.8377412516772055,0.9504815929724602,0.8231907391745847
0.34180584551148224,0.8698155880306193,0.8945537578287776,0.9413085437428605,0.9080459770114943,0.3311020631772777,0.764589145453501,0.808869073691787,0.793499765873379,0.6727865933943291,0.4209622414451956,0.912479593312264,0.9282817432937748,0.9466695804574274,0.9236861393486042
0.5993583508250994,0.9688117544667998,0.972115394460628,0.8614379084967321,1.0,0.5376443594038867,0.933273472535308,0.9402455852524011,0.5526962842899059,1.0,0.5831218409489485,0.9815862273780934,0.9835409117202414,0.9226798482842233,1.0
0.28749266985004607,0.9086537656027478,0.9196045907681996,0.9060869565217391,0.3333333333333333,0.2956154056694244,0.8111453650174584,0.8330261847205124,0.7265318012484364,0.4017188799556418,0.21802888117109892,0.9462797853281052,0.9527400062778699,0.9580094017023697,0.3274882091913505
0.31478064394652605,0.8750392267620661,0.8982818678214872,-0.04384268214055448,0.16981132075471697,0.3058157672845874,0.8838435458972388,0.9052639377386846,0.05738695545579931,0.08553616476625442,0.27250399331383474,0.9070383393155885,0.9242020063328723,0.13966911230545667,0.1493102204231445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05350118017309206,0.23105166535536323,0.3958497246262746,0.16097560975609757,0.28313253012048195,0.13026253373864813,0.10661674737430873,0.27810270572983237,0.14454377031685345,0.31571547022891583,0.10002217538423587,0.4132553560652813,0.54727944371821,0.2493172325326829,0.06598624116149086
0.16214482540542982,0.9661381397660026,0.9735433888964087,0.6368794326241135,1.0,0.20285418530741658,0.9367951498099119,0.9514047012834357,0.417393119869153,1.0,0.10741205633750282,0.9798755042770774,0.9842491472390867,0.8187935481165025,1.0
0.00451780621387648,1.0,1.0,0.0,0.0,-0.009169669007706698,1.0,1.0,0.0,0.0,0.14057936040991711,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2717067489979417,0.9280684649550428,0.9352628033257514,0.9832906616358982,0.7227979274611399,0.3156964500022602,0.8670718709103237,0.879628063194819,0.8095997399754279,0.4020046513082664,0.3686556700522942,0.9577783602146116,0.962039033115032,0.9949619381352959,0.7254360178171776
0.28421052631578947,0.22733535409203637,0.3294585285202495,0.488755980861244,-0.01348849510711452,0.24856082152135348,0.09622460601298101,0.19094783628783582,0.24096456993936913,-0.17298791745535197,0.30940780998663203,0.4312417203180422,0.5134884080737318,0.660997655798562,0.14060052429430062
0.38577500930442105,0.9444712150594503,0.9541103014631978,0.494270435446906,0.20930232558139536,0.36519520146708345,0.9158635784071179,0.9300142853337604,0.32086570314581314,-0.05091235494188389,0.43254705855101006,0.9666480641906335,0.9724799081600587,0.6896342243370946,0.23536037822721378
0.38864824192137964,0.6985134118316962,0.7314946718728247,0.6448824533392061,0.5930521091811415,0.4041554247982227,0.5795252771723375,0.6211774394289421,0.6067196142690718,0.374442628123256,0.45801193598434375,0.8061352382792878,0.8284010109883195,0.7730272301369677,0.5084810481609615
0.2573234032949673,0.15982848115549536,0.25444143534192015,0.33925353925353924,0.17108112610361487,0.28255762292497955,0.10580116266936514,0.20395278918715848,0.31047343007081396,0.20889845027652848,0.24878584448635646,0.3607735960620827,0.43198636713175953,0.475390345673535,0.10405727433693619
0.5239787132917261,0.7857382171213078,0.8093683527733913,0.9365337144341951,0.7747440273037542,0.5405680478005427,0.6332935691773078,0.6720209555114179,0.8093109656635941,0.7670283389887051,0.5228729652626385,0.8705820615866027,0.8850105310138202,0.9645718625445764,0.7893604644228281
0.5566512201219831,0.62941084126495,0.7026537725810533,0.8128668941979522,0.8021567814184986,0.5604973708165886,0.47593989383691465,0.5777681599956562,0.6932718339054511,0.6584915128249174,0.5830839331427774,0.761689630205534,0.809212635307348,0.8676220118500854,0.8261328706739879
0.383399209486166,0.09090909090909091,0.26719367588932785,0.6545454545454545,1.0,0.1694923923216912,-0.10571644948228158,0.09390369499898386,0.39981474723810717,1.0,0.3989173774725113,0.33319383023634147,0.4643851512083159,0.7777446477998516,1.0
0.4360501567398119,0.975039184952978,0.9790909090909,-0.7115987460815048,0.0,0.4571347111776324,0.9622310722662252,0.9683659949614842,-0.7261132218297446,0.0,0.4166082787829936,0.9788262951338547,0.9822639578733725,-0.2678910477953655,0.0
0.3899955292831951,0.7373702250260792,0.7642735913102934,0.6298833549342714,0.3852813852813853,0.4026797475509203,0.6049702372919915,0.6431156082449798,0.5124484186705186,0.3108658247193729,0.4410453150624621,0.8044146379239429,0.8247351854360551,0.6316970214988504,0.4281881433915352
0.4723102478916432,0.6767952977255303,0.7539547661641456,0.7066927318665511,0.8525570068629621,0.48368479720002533,0.5514168341343739,0.6529934897067918,0.7011135170586927,0.8849805798195363,0.4423844496932277,0.7032898537897597,0.7758971233195858,0.5973329573374407,0.7384464558284273
0.37393360511378965,0.9257264240265697,0.9356811191075126,0.462556600487635,0.5333333333333333,0.3735955639697214,0.873781318772921,0.8893624291128146,0.43213335239893375,-0.01899618500704716,0.3074127486659908,0.9536823738298463,0.9598802673132256,0.6303988680397015,0.5818163289045121
0.26463048414267926,0.8317732366512854,0.8530037354427981,0.5752648435575265,-0.3877551020408163,0.20062835815312816,0.7120255259528817,0.7462517666267058,0.2983071159588309,-0.36473829090727705,0.4971696311013589,0.8988297459090401,0.9116827103604143,0.8316094085869048,-0.3896114233849223
0.3854196819381946,0.9174583125005482,0.9261466803505195,0.9035639412997903,-0.06666666666666667,0.3387718391599127,0.8186227138070443,0.83604844426444,0.6196767514632782,-0.44043043812451965,0.5018979552956526,0.9518176919971029,0.9569244841387524,0.9697362956427996,-0.060363545253618596
0.5236086992474985,0.48752997601918463,0.5682737947573191,0.6882870174448676,0.6639051190372373,0.5144811645963581,0.3239235008509441,0.42198221002045005,0.5683625136273146,0.36228167235417613,0.4669479565669507,0.4077786677268563,0.5283555431700919,0.3930469574681032,0.6762784954850402
0.5007729468599034,0.9448067632850241,0.9537798913043531,0.8597101449275363,-0.5172413793103449,0.4854825647228515,0.886076358155682,0.9044923102203946,0.5663751824414611,-0.23226152924687932,0.41172950132159597,0.9679499157461711,0.9731533737824877,0.9583710927014693,-0.524142259710323
0.3257896722016087,0.6723068691174794,0.7494802768349618,0.6142789302384841,0.4336349453978159,0.3097059932071382,0.6145764440856705,0.7051811244453008,0.44655985987624436,0.17056190903083007,0.2116178056332878,0.7839075406257611,0.8361562944958425,0.7007790701987009,0.449590387309643
0.46363228367385173,0.6444316632026597,0.6997238598186917,0.6457083874641847,0.5028623079240735,0.4386986427645826,0.5212026825781355,0.5958622998711494,0.556670432941398,0.5573490864528319,0.48153960603145035,0.7706620879435738,0.8061986910590975,0.7924767478777722,0.4536011322321114
0.31507443272149155,0.2554559907501084,0.3820557522763473,0.6471938445622656,0.632884479092842,0.30477937302600605,0.04959602394050297,0.1936953274691839,0.477859902865499,0.5388293108333422,0.19143324826717972,0.48710259724825594,0.578884762597382,0.6659076894233268,0.6310757367720675
0.5015782433564102,0.6785688572608668,0.7176641050999666,0.7573253193087904,0.7518878101402373,0.5126501057366463,0.528516960919507,0.5811599342398851,0.6314901330984386,0.7121867401579506,0.5185657525054457,0.8008235529009847,0.825539984511917,0.851536562497482,0.7553826784717953
0.3062184660958551,0.9370153580508978,0.943662328815909,0.5956175298804781,0.3333333333333333,0.29955392032351036,0.9008998925166394,0.911297323560823,0.5151574429593309,-0.3389433237271854,0.315454928369428,0.9619378027617489,0.9659729292382981,0.7349747857217374,0.3333333333333333
0.4391150103073014,0.828491298719977,0.8591983676110977,0.5833333333333334,0.53125,0.5012639539715963,0.7689521510550889,0.808095271569946,0.5445279576244529,0.5560152575954084,0.4438687563608456,0.8953047128132824,0.9142943844936593,0.8227517016806837,0.5418635809724268
0.0029572858252655356,1.0,1.0,0.0,0.0,0.16664195543718827,1.0,1.0,0.0,0.0,0.030030109852440978,1.0,1.0,0.0,0.0
0.24888888888888888,0.6954605887939221,0.7464444444444027,0.580054012345679,0.19130434782608696,0.25864446129736696,0.5247646744824519,0.597502296234123,0.4220331864604027,0.27097143994211625,0.21770724507277475,0.8121674455371322,0.8440422737522943,0.7527970577129535,0.16411949290325115
0.23749287749287748,0.7410066476733144,0.774475783475798,0.5585355470412942,-0.06382978723404255,0.22625705436084292,0.6083343259773126,0.6523004494836933,0.4504930169038881,-0.0554672743245838,0.1444965185659836,0.8333566034537602,0.8549455678594376,0.6784215785420065,-0.10291414995454402
0.21093884582256675,0.5,0.5487252368647403,0.17302325581395347,0.010869565217391304,0.17552506813359167,0.4264312562120623,0.4762639299236844,0.08283070380020709,0.11745484572309359,0.20856521041550938,0.6249503540043817,0.6626837384506424,0.3108143989751484,0.03948686596793927
0.35426954447095377,0.9703157077068191,0.9734665427509245,0.9706953039679651,0.8073170731707318,0.47985137032744407,0.9575623231318668,0.9620613316295954,0.820838667059546,0.6484783648837689,0.173082513753622,0.9822479507090862,0.9841335081998779,0.9914271410294593,0.811112563459043
0.23073845962852868,0.9411825561586581,0.9473925967818324,0.5585501858736059,1.0,0.20492100695683085,0.9111319760157676,0.92046092950904,0.3562849656950966,1.0,0.22171941908160173,0.9645855854097719,0.9683406948929683,0.7724724662604108,1.0
0.47865330661322647,0.5427014028056112,0.6170202404810262,0.6207696291459324,0.6972381448671183,0.4476581503018136,0.37209272701061247,0.47197831925626266,0.4962305774799198,0.5212540551905464,0.46716285599420215,0.7073278401764268,0.7552571175709711,0.8127692029066105,0.7016331440802906
0.41487174412595795,0.7106573869446186,0.7243521236709859,0.8197467634087352,0.07889753839680202,0.45519911239335337,0.5180951721440489,0.5459268852883185,0.5965599372107497,0.16144931012244165,0.4111134478994667,0.8244637675832304,0.8320280252837333,0.9392545965846254,0.0931756917600412
0.4392832200589368,0.6361365197790155,0.6773489532764451,0.6051092533457716,0.2756349952963311,0.41022932345185736,0.4687281879633403,0.5233501382910025,0.41715049293457146,0.2565133357185573,0.4582015425756928,0.76755062432351,0.7952713120384685,0.7490995161134675,0.4562107471161088
0.09714632665452337,0.546448087431694,0.604649868447677,-0.020870076425631982,0.12637362637362637,0.11231740775322227,0.4029411015727729,0.47739356951627404,0.12494321169016438,0.24808911498439207,0.07813219249283955,0.31503288446724853,0.4182905252736786,-0.4679641812215428,0.0018890708742694128
0.16985806514602325,0.851877616275522,0.8703622511867923,0.8099481163997293,0.7644444444444445,0.2877077885049831,0.7604968139381024,0.7893860781312784,0.7155065899927043,0.6729771999807893,0.22737408968586084,0.9092584366164388,0.9206476577491729,0.8957386517961828,0.7431359431885112
0.19027484143763213,-0.17124735729386892,-0.07457716701902731,0.10271317829457365,-0.06367041198501873,0.15964974265336354,-0.19325769267103343,-0.1099906324525883,0.0900284322331691,0.03555085243439428,0.20158790204878652,-0.13147404486129666,0.005847573176437619,0.016852171597762308,-0.26443857360898393
0.348780487804878,1.0,1.0,0.0,0.0,0.4480518603403128,1.0,1.0,0.0,0.0,0.17675933034607533,1.0,1.0,0.0,0.0
-0.07279693486590039,0.6180371352785146,0.6565870910698565,-0.11494252873563218,-0.4666666666666667,-0.0060742821285416975,0.5444085899452762,0.587383461684325,-0.1393527858475451,-0.4636924125449588,-0.14586166325295938,0.710364156355798,0.7401768517560435,-0.09486998075950473,-0.6219976545039533
-0.19346938775510203,0.28653061224489795,0.442775510204082,-0.5816326530612245,-1.0,-0.1918300582892889,0.16434207174866133,0.34556366899477803,-0.4542891700608604,-1.0,-0.02889830595504965,0.3515853860724986,0.49712131650424707,-0.3853605274304605,-1.0
0.19176319176319176,-0.027670527670527672,0.157565154440154,0.26563706563706563,0.07124463519313305,0.19777742485444127,-0.16643989442368873,0.03218128419627854,0.31055503653394356,0.38474810590057945,0.1467204373072487,0.21664118208317107,0.3652660983582862,0.4507354964225974,0.038205085936307524
0.12509578544061303,0.25689655172413794,0.3250143678161002,0.04326923076923077,-0.08024691358024691,0.10837167631260267,0.15673361887912704,0.21963704411262094,0.05533821706857038,-0.0402535766981551,0.3280506771103188,0.31660051617976287,0.39498162474455356,-0.006402058016997404,-0.5551171844160854
-0.22633548284372262,-0.3266459676777327,-0.17807897460395267,-0.37959791511541324,-0.02274019329164298,-0.13338551881802524,-0.20677211620206107,-0.08659220602395852,-0.13439630046184073,0.07554727182555822,-0.022253686651331886,-0.24619780204933236,-0.09776641745959769,-0.22909197756747776,0.030113834824210647
0.3761786600496278,-0.013068651778329199,0.10425558312654233,0.44861988693049554,0.4399651340161255,0.3581074647144615,-0.018569014227729923,0.10137110262551166,0.3967628312654322,0.40881304595562323,0.3348816196418166,0.0024423557013261987,0.10703672798897944,0.5425799437140417,0.5896984247639688
0.3062200956937799,0.27956254272043746,0.4415669856459363,0.40834845735027225,0.38461538461538464,0.28689610145627154,0.1983440594414332,0.3085972382537289,0.12069440305287768,0.362424515458079,0.1847029707847461,0.38535969788276897,0.5186214926572149,0.7104683845244206,0.5649283529815936
